100000000.26036485, 3.525498891352549
89220563.84742951, 3.524313024677057
82089552.23880598, 3.50134949789118
68905472.63681594, 3.5220607972701163
49502487.56218906, 3.5309961647784727
44029850.74626866, 3.508216493291121
39137645.107794374, 3.5076741201604698
38557213.93034826, 3.518696245307093
38059701.492537305, 3.551900512220862
37562189.05472638, 3.618364202637955
37064676.61691542, 3.7180873165583757
36733001.6583748, 3.828915290509757
36235489.220563844, 3.9951572514368294
35489220.56384744, 4.105939261563579
34825870.64676617, 4.150211617448604
33913764.51077944, 4.161196971535523
30265339.966832504, 4.160792489878766
23051409.6185738, 4.182165668332395
16832504.14593698, 4.1814762109629235
11691542.288557217, 4.21416568304082
9701492.537313432, 4.225031531183698
7877280.265339971, 4.247002239357537
6053067.99336651, 4.268972947531376
4726368.159203976, 4.335344710299206
3316749.5854063034, 4.512572025313197
1907131.0116086155, 4.645453442322754
912106.1359867454, 4.756207874154725
331674.9585406184, 4.811575897305785
0, 4.844798549749406
